event_type,timestamp,order_id,time,quantity,wait_time,remaining_parts,machine,item_id,start_time,end_time,processing_time,failure_time,repair_time,downtime,departure_time,products_shipped,delay_time,product_ids,parts_added,new_level
order_completed,93.15847054456582,561.0,93.15847054456582,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,565.0,93.14180387789835,93.22513721123168,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,566.0,93.14180387789835,93.22513721123168,0.0833333333333286,,,,,,,,,
warehouse_get,93.22513721123168,,93.22513721123168,1.0,0.0,333.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,562.0,93.15847054456582,93.22513721123248,0.06666666666666288,,,,,,,,,
order_completed,93.22513721123248,562.0,93.22513721123248,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,563.0,93.22513721123248,93.29180387789914,0.06666666666666288,,,,,,,,,
order_completed,93.29180387789914,563.0,93.29180387789914,,,,,,,,,,,,,,,,,
order_arrival,93.29681950496538,618.0,93.29681950496538,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,566.0,93.22513721123168,93.30847054456501,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,567.0,93.22513721123168,93.30847054456501,0.0833333333333286,,,,,,,,,
warehouse_get,93.30847054456501,,93.30847054456501,1.0,0.0,332.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,564.0,93.29180387789914,93.3584705445658,0.06666666666666288,,,,,,,,,
order_completed,93.3584705445658,564.0,93.3584705445658,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,567.0,93.30847054456501,93.39180387789834,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,568.0,93.30847054456501,93.39180387789834,0.0833333333333286,,,,,,,,,
warehouse_get,93.39180387789834,,93.39180387789834,1.0,0.0,331.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,565.0,93.3584705445658,93.42513721123247,0.06666666666666288,,,,,,,,,
order_completed,93.42513721123247,565.0,93.42513721123247,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,568.0,93.39180387789834,93.47513721123167,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,569.0,93.39180387789834,93.47513721123167,0.0833333333333286,,,,,,,,,
warehouse_get,93.47513721123167,,93.47513721123167,1.0,0.0,330.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,566.0,93.42513721123247,93.49180387789913,0.06666666666666288,,,,,,,,,
order_completed,93.49180387789913,566.0,93.49180387789913,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,569.0,93.47513721123167,93.558470544565,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,570.0,93.47513721123167,93.558470544565,0.0833333333333286,,,,,,,,,
warehouse_get,93.558470544565,,93.558470544565,1.0,0.0,329.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,567.0,93.49180387789913,93.5584705445658,0.06666666666666288,,,,,,,,,
order_completed,93.5584705445658,567.0,93.5584705445658,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,568.0,93.5584705445658,93.62513721123246,0.06666666666666288,,,,,,,,,
order_completed,93.62513721123246,568.0,93.62513721123246,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,570.0,93.558470544565,93.64180387789833,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,571.0,93.558470544565,93.64180387789833,0.0833333333333286,,,,,,,,,
warehouse_get,93.64180387789833,,93.64180387789833,1.0,0.0,328.0,,,,,,,,,,,,,,
order_arrival,93.68319732833895,619.0,93.68319732833895,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,569.0,93.62513721123246,93.69180387789912,0.06666666666666288,,,,,,,,,
order_completed,93.69180387789912,569.0,93.69180387789912,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,571.0,93.64180387789833,93.72513721123165,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,572.0,93.64180387789833,93.72513721123165,0.0833333333333286,,,,,,,,,
warehouse_get,93.72513721123165,,93.72513721123165,1.0,0.0,327.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,570.0,93.69180387789912,93.75847054456578,0.06666666666666288,,,,,,,,,
order_completed,93.75847054456578,570.0,93.75847054456578,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,572.0,93.72513721123165,93.80847054456498,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,573.0,93.72513721123165,93.80847054456498,0.0833333333333286,,,,,,,,,
warehouse_get,93.80847054456498,,93.80847054456498,1.0,0.0,326.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,571.0,93.75847054456578,93.82513721123244,0.06666666666666288,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,573.0,93.80847054456498,93.89180387789831,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,574.0,93.80847054456498,93.89180387789831,0.0833333333333286,,,,,,,,,
warehouse_get,93.89180387789831,,93.89180387789831,1.0,0.0,325.0,,,,,,,,,,,,,,
order_arrival,93.91575104905222,620.0,93.91575104905222,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,574.0,93.89180387789831,93.97513721123164,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,575.0,93.89180387789831,93.97513721123164,0.0833333333333286,,,,,,,,,
warehouse_get,93.97513721123164,,93.97513721123164,1.0,0.0,324.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,575.0,93.97513721123164,94.05847054456497,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,576.0,93.97513721123164,94.05847054456497,0.0833333333333286,,,,,,,,,
warehouse_get,94.05847054456497,,94.05847054456497,1.0,0.0,323.0,,,,,,,,,,,,,,
order_arrival,94.06289864166443,621.0,94.06289864166443,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,576.0,94.05847054456497,94.1418038778983,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,577.0,94.05847054456497,94.1418038778983,0.0833333333333286,,,,,,,,,
warehouse_get,94.1418038778983,,94.1418038778983,1.0,0.0,322.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,577.0,94.1418038778983,94.22513721123163,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,578.0,94.1418038778983,94.22513721123163,0.0833333333333286,,,,,,,,,
warehouse_get,94.22513721123163,,94.22513721123163,1.0,0.0,321.0,,,,,,,,,,,,,,
order_arrival,94.22524293169145,622.0,94.22524293169145,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,578.0,94.22513721123163,94.30847054456495,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,579.0,94.22513721123163,94.30847054456495,0.0833333333333286,,,,,,,,,
warehouse_get,94.30847054456495,,94.30847054456495,1.0,0.0,320.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,579.0,94.30847054456495,94.39180387789828,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,580.0,94.30847054456495,94.39180387789828,0.0833333333333286,,,,,,,,,
warehouse_get,94.39180387789828,,94.39180387789828,1.0,0.0,319.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,580.0,94.39180387789828,94.47513721123161,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,581.0,94.39180387789828,94.47513721123161,0.0833333333333286,,,,,,,,,
warehouse_get,94.47513721123161,,94.47513721123161,1.0,0.0,318.0,,,,,,,,,,,,,,
order_completed,94.49180387789919,571.0,94.49180387789919,,,,,,,,,,,,,,,,,
lorry_departure,0.0,,,,,,,,,,,,,,94.49180387789919,20.0,0.0,"[521, 522, 523, 524, 525, 526, 527, 528, 529, 530, 531, 532, 533, 534, 535, 536, 537, 538, 539, 540]",,
machine_processing,0.0,,,,0.0,,Machine B,581.0,94.47513721123161,94.55847054456494,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,582.0,94.47513721123161,94.55847054456494,0.0833333333333286,,,,,,,,,
warehouse_get,94.55847054456494,,94.55847054456494,1.0,0.0,317.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,572.0,94.49180387789919,94.55847054456585,0.06666666666666288,,,,,,,,,
order_completed,94.55847054456585,572.0,94.55847054456585,,,,,,,,,,,,,,,,,
machine_failure,0.0,,,,,,Machine A,,,,,94.58993857699936,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,573.0,94.55847054456585,94.62513721123251,0.06666666666666288,,,,,,,,,
order_completed,94.62513721123251,573.0,94.62513721123251,,,,,,,,,,,,,,,,,
order_arrival,94.63220639494625,623.0,94.63220639494625,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,582.0,94.55847054456494,94.64180387789827,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,583.0,94.55847054456494,94.64180387789827,0.0833333333333286,,,,,,,,,
warehouse_get,94.64180387789827,,94.64180387789827,1.0,0.0,316.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,574.0,94.62513721123251,94.69180387789918,0.06666666666666288,,,,,,,,,
order_completed,94.69180387789918,574.0,94.69180387789918,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,583.0,94.64180387789827,94.7251372112316,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,575.0,94.69180387789918,94.75847054456584,0.06666666666666288,,,,,,,,,
order_completed,94.75847054456584,575.0,94.75847054456584,,,,,,,,,,,,,,,,,
order_arrival,94.78866943352138,624.0,94.78866943352138,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,576.0,94.75847054456584,94.8251372112325,0.06666666666666288,,,,,,,,,
order_completed,94.8251372112325,576.0,94.8251372112325,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,577.0,94.8251372112325,94.89180387789916,0.06666666666666288,,,,,,,,,
order_completed,94.89180387789916,577.0,94.89180387789916,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,578.0,94.89180387789916,94.95847054456583,0.06666666666666288,,,,,,,,,
order_completed,94.95847054456583,578.0,94.95847054456583,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,579.0,94.95847054456583,95.02513721123249,0.06666666666666288,,,,,,,,,
order_completed,95.02513721123249,579.0,95.02513721123249,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,580.0,95.02513721123249,95.09180387789915,0.06666666666666288,,,,,,,,,
order_completed,95.09180387789915,580.0,95.09180387789915,,,,,,,,,,,,,,,,,
order_arrival,95.14723677794807,625.0,95.14723677794807,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,581.0,95.09180387789915,95.15847054456582,0.06666666666666288,,,,,,,,,
order_completed,95.15847054456582,581.0,95.15847054456582,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,582.0,95.15847054456582,95.22513721123248,0.06666666666666288,,,,,,,,,
order_completed,95.22513721123248,582.0,95.22513721123248,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,583.0,95.22513721123248,95.29180387789914,0.06666666666666288,,,,,,,,,
order_completed,95.29180387789914,583.0,95.29180387789914,,,,,,,,,,,,,,,,,
order_arrival,95.41008686728016,626.0,95.41008686728016,,,,,,,,,,,,,,,,,
order_arrival,95.42120003677968,627.0,95.42120003677968,,,,,,,,,,,,,,,,,
order_arrival,95.44841443208516,628.0,95.44841443208516,,,,,,,,,,,,,,,,,
order_arrival,95.50355570951754,629.0,95.50355570951754,,,,,,,,,,,,,,,,,
order_arrival,95.71087579692727,630.0,95.71087579692727,,,,,,,,,,,,,,,,,
order_arrival,95.83719495150062,631.0,95.83719495150062,,,,,,,,,,,,,,,,,
order_arrival,95.88827524700119,632.0,95.88827524700119,,,,,,,,,,,,,,,,,
order_arrival,95.90819419534218,633.0,95.90819419534218,,,,,,,,,,,,,,,,,
warehouse_replenishment,96.0,,96.0,,,,,,,,,,,,,,,,100.0,416.0
order_arrival,96.08323332100606,634.0,96.08323332100606,,,,,,,,,,,,,,,,,
machine_repair,0.0,,,,,,Machine A,,,,,,96.16293161147453,1.5729930344751721,,,,,,
order_arrival,96.26369614321094,635.0,96.26369614321094,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,1.549999999999912,,Machine A,584.0,96.19180387789818,96.27513721123151,0.0833333333333286,,,,,,,,,
warehouse_get,96.27513721123151,,96.27513721123151,1.0,0.0,415.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,584.0,96.27513721123151,96.35847054456484,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,585.0,96.27513721123151,96.35847054456484,0.0833333333333286,,,,,,,,,
warehouse_get,96.35847054456484,,96.35847054456484,1.0,0.0,414.0,,,,,,,,,,,,,,
order_arrival,96.36780994035782,636.0,96.36780994035782,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,584.0,96.35847054456484,96.4251372112315,0.06666666666666288,,,,,,,,,
order_completed,96.4251372112315,584.0,96.4251372112315,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,585.0,96.35847054456484,96.44180387789817,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,586.0,96.35847054456484,96.44180387789817,0.0833333333333286,,,,,,,,,
warehouse_get,96.44180387789817,,96.44180387789817,1.0,0.0,413.0,,,,,,,,,,,,,,
order_arrival,96.46993203836492,637.0,96.46993203836492,,,,,,,,,,,,,,,,,
order_arrival,96.48251133808158,638.0,96.48251133808158,,,,,,,,,,,,,,,,,
order_arrival,96.48861288636539,639.0,96.48861288636539,,,,,,,,,,,,,,,,,
lorry_departure,0.0,,,,,,,,,,,,,,96.49180387789919,20.0,0.0,"[541, 542, 543, 544, 545, 546, 547, 548, 549, 550, 551, 552, 553, 554, 555, 556, 557, 558, 559, 560]",,
machine_processing,0.0,,,,0.0,,Machine C,585.0,96.44180387789817,96.50847054456483,0.06666666666666288,,,,,,,,,
order_completed,96.50847054456483,585.0,96.50847054456483,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,586.0,96.44180387789817,96.5251372112315,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,587.0,96.44180387789817,96.5251372112315,0.0833333333333286,,,,,,,,,
warehouse_get,96.5251372112315,,96.5251372112315,1.0,0.0,412.0,,,,,,,,,,,,,,
order_arrival,96.57346553535632,640.0,96.57346553535632,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,586.0,96.5251372112315,96.59180387789816,0.06666666666666288,,,,,,,,,
order_completed,96.59180387789816,586.0,96.59180387789816,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,587.0,96.5251372112315,96.60847054456482,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,588.0,96.5251372112315,96.60847054456482,0.0833333333333286,,,,,,,,,
warehouse_get,96.60847054456482,,96.60847054456482,1.0,0.0,411.0,,,,,,,,,,,,,,
order_arrival,96.61669144475935,641.0,96.61669144475935,,,,,,,,,,,,,,,,,
order_arrival,96.63105692386968,642.0,96.63105692386968,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,587.0,96.60847054456482,96.67513721123149,0.06666666666666288,,,,,,,,,
order_completed,96.67513721123149,587.0,96.67513721123149,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,588.0,96.60847054456482,96.69180387789815,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,589.0,96.60847054456482,96.69180387789815,0.0833333333333286,,,,,,,,,
warehouse_get,96.69180387789815,,96.69180387789815,1.0,0.0,410.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,588.0,96.69180387789815,96.75847054456482,0.06666666666666288,,,,,,,,,
order_completed,96.75847054456482,588.0,96.75847054456482,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,589.0,96.69180387789815,96.77513721123148,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,590.0,96.69180387789815,96.77513721123148,0.0833333333333286,,,,,,,,,
warehouse_get,96.77513721123148,,96.77513721123148,1.0,0.0,409.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,589.0,96.77513721123148,96.84180387789814,0.06666666666666288,,,,,,,,,
order_completed,96.84180387789814,589.0,96.84180387789814,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,590.0,96.77513721123148,96.85847054456481,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,591.0,96.77513721123148,96.85847054456481,0.0833333333333286,,,,,,,,,
warehouse_get,96.85847054456481,,96.85847054456481,1.0,0.0,408.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,590.0,96.85847054456481,96.92513721123147,0.06666666666666288,,,,,,,,,
order_completed,96.92513721123147,590.0,96.92513721123147,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,591.0,96.85847054456481,96.94180387789814,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,592.0,96.85847054456481,96.94180387789814,0.0833333333333286,,,,,,,,,
warehouse_get,96.94180387789814,,96.94180387789814,1.0,0.0,407.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,591.0,96.94180387789814,97.0084705445648,0.06666666666666288,,,,,,,,,
order_completed,97.0084705445648,591.0,97.0084705445648,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,592.0,96.94180387789814,97.02513721123147,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,593.0,96.94180387789814,97.02513721123147,0.0833333333333286,,,,,,,,,
warehouse_get,97.02513721123147,,97.02513721123147,1.0,0.0,406.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,592.0,97.02513721123147,97.09180387789813,0.06666666666666288,,,,,,,,,
order_completed,97.09180387789813,592.0,97.09180387789813,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,593.0,97.02513721123147,97.1084705445648,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,594.0,97.02513721123147,97.1084705445648,0.0833333333333286,,,,,,,,,
warehouse_get,97.1084705445648,,97.1084705445648,1.0,0.0,405.0,,,,,,,,,,,,,,
order_arrival,97.12123178918733,643.0,97.12123178918733,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,593.0,97.1084705445648,97.17513721123146,0.06666666666666288,,,,,,,,,
order_completed,97.17513721123146,593.0,97.17513721123146,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,594.0,97.1084705445648,97.19180387789812,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,595.0,97.1084705445648,97.19180387789812,0.0833333333333286,,,,,,,,,
warehouse_get,97.19180387789812,,97.19180387789812,1.0,0.0,404.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,594.0,97.19180387789812,97.25847054456479,0.06666666666666288,,,,,,,,,
order_completed,97.25847054456479,594.0,97.25847054456479,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,595.0,97.19180387789812,97.27513721123145,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,596.0,97.19180387789812,97.27513721123145,0.0833333333333286,,,,,,,,,
warehouse_get,97.27513721123145,,97.27513721123145,1.0,0.0,403.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,595.0,97.27513721123145,97.34180387789812,0.06666666666666288,,,,,,,,,
order_completed,97.34180387789812,595.0,97.34180387789812,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,596.0,97.27513721123145,97.35847054456478,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,597.0,97.27513721123145,97.35847054456478,0.0833333333333286,,,,,,,,,
warehouse_get,97.35847054456478,,97.35847054456478,1.0,0.0,402.0,,,,,,,,,,,,,,
order_arrival,97.39237726850183,644.0,97.39237726850183,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,596.0,97.35847054456478,97.42513721123144,0.06666666666666288,,,,,,,,,
order_completed,97.42513721123144,596.0,97.42513721123144,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,597.0,97.35847054456478,97.44180387789811,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,598.0,97.35847054456478,97.44180387789811,0.0833333333333286,,,,,,,,,
warehouse_get,97.44180387789811,,97.44180387789811,1.0,0.0,401.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,597.0,97.44180387789811,97.50847054456477,0.06666666666666288,,,,,,,,,
order_completed,97.50847054456477,597.0,97.50847054456477,,,,,,,,,,,,,,,,,
order_arrival,97.52079747531934,645.0,97.52079747531934,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,598.0,97.44180387789811,97.52513721123144,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,599.0,97.44180387789811,97.52513721123144,0.0833333333333286,,,,,,,,,
warehouse_get,97.52513721123144,,97.52513721123144,1.0,0.0,400.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,598.0,97.52513721123144,97.5918038778981,0.06666666666666288,,,,,,,,,
order_completed,97.5918038778981,598.0,97.5918038778981,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,599.0,97.52513721123144,97.60847054456477,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,600.0,97.52513721123144,97.60847054456477,0.0833333333333286,,,,,,,,,
warehouse_get,97.60847054456477,,97.60847054456477,1.0,0.0,399.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,599.0,97.60847054456477,97.67513721123143,0.06666666666666288,,,,,,,,,
order_completed,97.67513721123143,599.0,97.67513721123143,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,600.0,97.60847054456477,97.6918038778981,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,601.0,97.60847054456477,97.6918038778981,0.0833333333333286,,,,,,,,,
warehouse_get,97.6918038778981,,97.6918038778981,1.0,0.0,398.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,600.0,97.6918038778981,97.75847054456476,0.06666666666666288,,,,,,,,,
order_completed,97.75847054456476,600.0,97.75847054456476,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,601.0,97.6918038778981,97.77513721123142,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,602.0,97.6918038778981,97.77513721123142,0.0833333333333286,,,,,,,,,
warehouse_get,97.77513721123142,,97.77513721123142,1.0,0.0,397.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,601.0,97.77513721123142,97.84180387789809,0.06666666666666288,,,,,,,,,
order_completed,97.84180387789809,601.0,97.84180387789809,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,602.0,97.77513721123142,97.85847054456475,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,603.0,97.77513721123142,97.85847054456475,0.0833333333333286,,,,,,,,,
warehouse_get,97.85847054456475,,97.85847054456475,1.0,0.0,396.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,602.0,97.85847054456475,97.92513721123142,0.06666666666666288,,,,,,,,,
order_completed,97.92513721123142,602.0,97.92513721123142,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,603.0,97.85847054456475,97.94180387789808,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,604.0,97.85847054456475,97.94180387789808,0.0833333333333286,,,,,,,,,
warehouse_get,97.94180387789808,,97.94180387789808,1.0,0.0,395.0,,,,,,,,,,,,,,
order_arrival,97.97253489351876,646.0,97.97253489351876,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,603.0,97.94180387789808,98.00847054456474,0.06666666666666288,,,,,,,,,
order_completed,98.00847054456474,603.0,98.00847054456474,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,604.0,97.94180387789808,98.02513721123141,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,605.0,97.94180387789808,98.02513721123141,0.0833333333333286,,,,,,,,,
warehouse_get,98.02513721123141,,98.02513721123141,1.0,0.0,394.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,604.0,98.02513721123141,98.09180387789807,0.06666666666666288,,,,,,,,,
order_completed,98.09180387789807,604.0,98.09180387789807,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,605.0,98.02513721123141,98.10847054456474,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,606.0,98.02513721123141,98.10847054456474,0.0833333333333286,,,,,,,,,
warehouse_get,98.10847054456474,,98.10847054456474,1.0,0.0,393.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,605.0,98.10847054456474,98.1751372112314,0.06666666666666288,,,,,,,,,
order_completed,98.1751372112314,605.0,98.1751372112314,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,606.0,98.10847054456474,98.19180387789807,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,607.0,98.10847054456474,98.19180387789807,0.0833333333333286,,,,,,,,,
warehouse_get,98.19180387789807,,98.19180387789807,1.0,0.0,392.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,606.0,98.19180387789807,98.25847054456473,0.06666666666666288,,,,,,,,,
order_completed,98.25847054456473,606.0,98.25847054456473,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,607.0,98.19180387789807,98.2751372112314,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,608.0,98.19180387789807,98.2751372112314,0.0833333333333286,,,,,,,,,
warehouse_get,98.2751372112314,,98.2751372112314,1.0,0.0,391.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,607.0,98.2751372112314,98.34180387789806,0.06666666666666288,,,,,,,,,
order_completed,98.34180387789806,607.0,98.34180387789806,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,608.0,98.2751372112314,98.35847054456472,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,609.0,98.2751372112314,98.35847054456472,0.0833333333333286,,,,,,,,,
